Data,1178 - % a.a.,11 - % a.d.,Tx. %acum.
15/05/1996,"25,34","0,089667","2.020,99"
16/05/1996,"25,13","0,089","2.022,88"
17/05/1996,"25,23","0,089333","2.024,78"
20/05/1996,"25,13","0,089","2.026,67"
21/05/1996,"25,13","0,089","2.028,56"
22/05/1996,"25,13","0,089","2.030,46"
23/05/1996,"25,02","0,088667","2.032,35"
24/05/1996,"25,34","0,089667","2.034,26"
27/05/1996,"26,08","0,092","2.036,22"
28/05/1996,"26,82","0,094333","2.038,24"
29/05/1996,"27,35","0,096","2.040,29"
30/05/1996,28,"0,098","2.042,39"
31/05/1996,"28,75","0,100333","2.044,54"
03/06/1996,"29,18","0,101667","2.046,72"
04/06/1996,"29,73","0,103333","2.048,93"
05/06/1996,"29,73","0,103333","2.051,15"
07/06/1996,"30,27","0,105","2.053,41"
10/06/1996,"30,93","0,107","2.055,72"
11/06/1996,"31,26","0,108","2.058,05"
12/06/1996,"31,37","0,108333","2.060,38"
13/06/1996,"31,37","0,108333","2.062,72"
14/06/1996,"31,37","0,108333","2.065,07"
17/06/1996,"31,37","0,108333","2.067,41"
18/06/1996,"31,26","0,108","2.069,75"
19/06/1996,"31,04","0,107333","2.072,08"
20/06/1996,"31,26","0,108","2.074,43"
21/06/1996,"29,95","0,104","2.076,69"
24/06/1996,"29,84","0,103667","2.078,95"
25/06/1996,"27,46","0,096333","2.081,04"
26/06/1996,"26,18","0,092333","2.083,06"
27/06/1996,"25,76","0,091","2.085,05"
28/06/1996,"24,4","0,086667","2.086,94"
01/07/1996,"24,08","0,085667","2.088,81"
02/07/1996,"23,46","0,083667","2.090,64"
03/07/1996,"23,67","0,084333","2.092,49"
04/07/1996,"23,25","0,083","2.094,31"
05/07/1996,"23,25","0,083","2.096,13"
08/07/1996,"23,25","0,083","2.097,96"
09/07/1996,"23,15","0,082667","2.099,77"
10/07/1996,"23,05","0,082333","2.101,58"
11/07/1996,"23,25","0,083","2.103,41"
12/07/1996,"23,56","0,084","2.105,26"
15/07/1996,"23,46","0,083667","2.107,11"
16/07/1996,"23,15","0,082667","2.108,93"
17/07/1996,"23,15","0,082667","2.110,76"
18/07/1996,"23,15","0,082667","2.112,58"
19/07/1996,"23,25","0,083","2.114,42"
22/07/1996,"23,15","0,082667","2.116,25"
23/07/1996,"23,15","0,082667","2.118,08"
24/07/1996,"23,25","0,083","2.119,92"
25/07/1996,"23,15","0,082667","2.121,76"
26/07/1996,"23,05","0,082333","2.123,59"
29/07/1996,"23,05","0,082333","2.125,42"
30/07/1996,"23,15","0,082667","2.127,26"
31/07/1996,"23,36","0,083333","2.129,12"
01/08/1996,"24,5","0,087","2.131,05"
02/08/1996,"24,71","0,087667","2.133,01"
05/08/1996,"25,23","0,089333","2.135,01"
06/08/1996,"25,55","0,090333","2.137,02"
07/08/1996,"25,55","0,090333","2.139,05"
08/08/1996,"25,55","0,090333","2.141,07"
09/08/1996,"25,45","0,09","2.143,08"
12/08/1996,"25,55","0,090333","2.145,11"
13/08/1996,"25,55","0,090333","2.147,14"
14/08/1996,"25,45","0,09","2.149,16"
15/08/1996,"25,55","0,090333","2.151,19"
16/08/1996,"25,55","0,090333","2.153,23"
19/08/1996,"25,55","0,090333","2.155,26"
20/08/1996,"25,34","0,089667","2.157,28"
21/08/1996,"24,92","0,088333","2.159,28"
22/08/1996,"24,61","0,087333","2.161,25"
23/08/1996,"24,4","0,086667","2.163,21"
26/08/1996,"24,29","0,086333","2.165,17"
27/08/1996,"24,4","0,086667","2.167,13"
28/08/1996,"24,4","0,086667","2.169,09"
29/08/1996,"24,08","0,085667","2.171,04"
30/08/1996,"24,08","0,085667","2.172,98"
02/09/1996,"24,71","0,087667","2.174,98"
03/09/1996,"24,92","0,088333","2.176,98"
04/09/1996,"25,13","0,089","2.179,01"
05/09/1996,"25,02","0,088667","2.181,03"
06/09/1996,"25,23","0,089333","2.183,07"
09/09/1996,"25,13","0,089","2.185,10"
10/09/1996,"25,23","0,089333","2.187,14"
11/09/1996,"25,45","0,09","2.189,20"
12/09/1996,"26,4","0,093","2.191,33"
13/09/1996,"26,4","0,093","2.193,46"
16/09/1996,"26,29","0,092667","2.195,59"
17/09/1996,"25,97","0,091667","2.197,69"
18/09/1996,"25,97","0,091667","2.199,80"
19/09/1996,"26,18","0,092333","2.201,92"
20/09/1996,"25,87","0,091333","2.204,02"
23/09/1996,"25,34","0,089667","2.206,09"
24/09/1996,"24,92","0,088333","2.208,13"
25/09/1996,"24,82","0,088","2.210,16"
26/09/1996,"24,71","0,087667","2.212,18"
27/09/1996,"24,61","0,087333","2.214,20"
30/09/1996,"25,13","0,089","2.216,26"
01/10/1996,"23,15","0,082667","2.218,18"
02/10/1996,"23,36","0,083333","2.220,11"
04/10/1996,"23,25","0,083","2.222,03"
07/10/1996,"23,05","0,082333","2.223,95"
08/10/1996,"23,15","0,082667","2.225,87"
09/10/1996,"22,94","0,082","2.227,77"
10/10/1996,"23,05","0,082333","2.229,69"
11/10/1996,"23,46","0,083667","2.231,64"
14/10/1996,"23,67","0,084333","2.233,61"
15/10/1996,"24,08","0,085667","2.235,61"
16/10/1996,"23,98","0,085333","2.237,60"
17/10/1996,"23,77","0,084667","2.239,58"
18/10/1996,"23,98","0,085333","2.241,57"
21/10/1996,"23,25","0,083","2.243,52"
22/10/1996,"23,67","0,084333","2.245,49"
23/10/1996,"23,25","0,083","2.247,44"
24/10/1996,"23,46","0,083667","2.249,40"
25/10/1996,"23,67","0,084333","2.251,39"
28/10/1996,"23,36","0,083333","2.253,35"
29/10/1996,"23,67","0,084333","2.255,33"
30/10/1996,"23,67","0,084333","2.257,32"
31/10/1996,"23,77","0,084667","2.259,31"
01/11/1996,"25,23","0,089333","2.261,42"
04/11/1996,"25,23","0,089333","2.263,53"
05/11/1996,"25,55","0,090333","2.265,66"
06/11/1996,"25,45","0,09","2.267,79"
07/11/1996,"25,45","0,09","2.269,92"
08/11/1996,"25,66","0,090667","2.272,07"
11/11/1996,"25,76","0,091","2.274,23"
12/11/1996,"25,66","0,090667","2.276,38"
13/11/1996,"25,13","0,089","2.278,50"
14/11/1996,"25,23","0,089333","2.280,62"
18/11/1996,"25,34","0,089667","2.282,76"
19/11/1996,"25,13","0,089","2.284,88"
20/11/1996,"25,23","0,089333","2.287,01"
21/11/1996,"25,02","0,088667","2.289,13"
22/11/1996,"25,23","0,089333","2.291,26"
25/11/1996,"25,13","0,089","2.293,39"
26/11/1996,"25,02","0,088667","2.295,51"
27/11/1996,"24,82","0,088","2.297,62"
28/11/1996,"25,02","0,088667","2.299,74"
29/11/1996,"25,13","0,089","2.301,88"
02/12/1996,"23,56","0,084","2.303,90"
03/12/1996,"23,15","0,082667","2.305,89"
04/12/1996,"23,25","0,083","2.307,88"
05/12/1996,"23,46","0,083667","2.309,90"
06/12/1996,"23,56","0,084","2.311,92"
09/12/1996,"23,46","0,083667","2.313,94"
10/12/1996,"23,67","0,084333","2.315,98"
11/12/1996,"23,67","0,084333","2.318,01"
12/12/1996,"23,77","0,084667","2.320,06"
13/12/1996,"23,77","0,084667","2.322,11"
16/12/1996,"23,88","0,085","2.324,17"
17/12/1996,"24,08","0,085667","2.326,24"
18/12/1996,"24,4","0,086667","2.328,35"
19/12/1996,"24,19","0,086","2.330,44"
20/12/1996,"24,19","0,086","2.332,53"
23/12/1996,"24,29","0,086333","2.334,63"
24/12/1996,"24,29","0,086333","2.336,73"
26/12/1996,"24,19","0,086","2.338,82"
27/12/1996,"23,98","0,085333","2.340,90"
30/12/1996,"24,92","0,088333","2.343,06"
31/12/1996,"24,92","0,088333","2.345,22"
02/01/1996,"21,71","0,078","2.347,13"
03/01/1997,"21,41","0,077","2.349,01"
06/01/1997,"21,41","0,077","2.350,90"
07/01/1997,"21,51","0,077333","2.352,79"
08/01/1997,"21,51","0,077333","2.354,69"
09/01/1997,"21,51","0,077333","2.356,59"
10/01/1997,"21,71","0,078","2.358,50"
13/01/1997,"21,71","0,078","2.360,42"
14/01/1997,"21,71","0,078","2.362,34"
15/01/1997,"21,71","0,078","2.364,26"
16/01/1997,"21,81","0,078333","2.366,19"
17/01/1997,"21,81","0,078333","2.368,12"
20/01/1997,"21,71","0,078","2.370,05"
21/01/1997,"21,61","0,077667","2.371,97"
22/01/1997,"21,61","0,077667","2.373,89"
23/01/1997,"21,71","0,078","2.375,81"
24/01/1997,"21,92","0,078667","2.377,76"
27/01/1997,"21,81","0,078333","2.379,70"
28/01/1997,"22,02","0,079","2.381,66"
29/01/1997,"21,92","0,078667","2.383,61"
30/01/1997,"21,71","0,078","2.385,55"
31/01/1997,"22,63","0,081","2.387,57"
03/02/1997,"25,97","0,091667","2.389,85"
04/02/1997,"26,5","0,093333","2.392,17"
05/02/1997,"25,97","0,091667","2.394,45"
06/02/1997,"26,08","0,092","2.396,75"
07/02/1997,"26,4","0,093","2.399,07"
12/02/1997,"26,4","0,093","2.401,39"
13/02/1997,"26,61","0,093667","2.403,74"
14/02/1997,"26,5","0,093333","2.406,07"
17/02/1997,"26,4","0,093","2.408,41"
18/02/1997,"26,5","0,093333","2.410,75"
19/02/1997,"26,18","0,092333","2.413,06"
20/02/1997,"26,08","0,092","2.415,38"
21/02/1997,"26,08","0,092","2.417,69"
24/02/1997,"25,97","0,091667","2.420,00"
25/02/1997,"25,87","0,091333","2.422,30"
26/02/1997,"25,87","0,091333","2.424,60"
27/02/1997,"25,76","0,091","2.426,90"
28/02/1997,"25,34","0,089667","2.429,17"
03/03/1997,"24,4","0,086667","2.431,36"
04/03/1997,"24,08","0,085667","2.433,53"
05/03/1997,"23,98","0,085333","2.435,69"
06/03/1997,"24,08","0,085667","2.437,86"
07/03/1997,"24,19","0,086","2.440,04"
10/03/1997,"24,08","0,085667","2.442,22"
11/03/1997,"24,19","0,086","2.444,41"
12/03/1997,"24,19","0,086","2.446,59"
13/03/1997,"24,08","0,085667","2.448,78"
14/03/1997,"24,19","0,086","2.450,97"
17/03/1997,"24,19","0,086","2.453,16"
18/03/1997,"24,08","0,085667","2.455,35"
19/03/1997,"24,08","0,085667","2.457,54"
20/03/1997,"24,08","0,085667","2.459,73"
21/03/1997,"23,98","0,085333","2.461,91"
24/03/1997,"23,98","0,085333","2.464,10"
25/03/1997,"24,08","0,085667","2.466,30"
26/03/1997,"24,19","0,086","2.468,50"
31/03/1997,"23,88","0,085","2.470,69"
01/04/1997,21,"0,075667","2.472,63"
02/04/1997,"21,1","0,076","2.474,59"
03/04/1997,"21,1","0,076","2.476,54"
04/04/1997,"21,2","0,076333","2.478,51"
07/04/1997,"21,41","0,077","2.480,50"
08/04/1997,"22,43","0,080333","2.482,57"
09/04/1997,"21,81","0,078333","2.484,59"
10/04/1997,"22,74","0,081333","2.486,69"
11/04/1997,"23,15","0,082667","2.488,83"
14/04/1997,"23,15","0,082667","2.490,97"
15/04/1997,"22,74","0,081333","2.493,08"
16/04/1997,"22,33","0,08","2.495,15"
17/04/1997,"23,25","0,083","2.497,31"
18/04/1997,"22,43","0,080333","2.499,39"
22/04/1997,"21,92","0,078667","2.501,44"
23/04/1997,"21,1","0,076","2.503,42"
24/04/1997,21,"0,075667","2.505,39"
25/04/1997,"21,1","0,076","2.507,37"
28/04/1997,"21,2","0,076333","2.509,36"
29/04/1997,"21,41","0,077","2.511,37"
30/04/1997,"21,1","0,076","2.513,35"
02/05/1997,"21,81","0,078333","2.515,40"
05/05/1997,"21,71","0,078","2.517,44"
06/05/1997,"21,81","0,078333","2.519,49"
07/05/1997,"21,81","0,078333","2.521,54"
08/05/1997,"21,92","0,078667","2.523,60"
09/05/1997,"22,12","0,079333","2.525,68"
12/05/1997,"22,02","0,079","2.527,76"
13/05/1997,"22,02","0,079","2.529,83"
14/05/1997,"22,12","0,079333","2.531,92"
15/05/1997,"22,02","0,079","2.534,00"
16/05/1997,"22,12","0,079333","2.536,09"
19/05/1997,"22,22","0,079667","2.538,19"
20/05/1997,"22,22","0,079667","2.540,29"
21/05/1997,"22,12","0,079333","2.542,39"
22/05/1997,"22,12","0,079333","2.544,48"
23/05/1997,"22,12","0,079333","2.546,58"
26/05/1997,"22,02","0,079","2.548,67"
27/05/1997,"21,81","0,078333","2.550,75"
28/05/1997,21,"0,075667","2.552,75"
30/05/1997,21,"0,075667","2.554,76"
02/06/1997,"20,9","0,075333","2.556,76"
03/06/1997,"20,9","0,075333","2.558,76"
04/06/1997,21,"0,075667","2.560,77"
05/06/1997,"21,1","0,076","2.562,79"
06/06/1997,"21,3","0,076667","2.564,84"
09/06/1997,"21,51","0,077333","2.566,90"
10/06/1997,"21,2","0,076333","2.568,93"
11/06/1997,"21,2","0,076333","2.570,97"
12/06/1997,"21,1","0,076","2.573,00"
13/06/1997,"21,3","0,076667","2.575,05"
16/06/1997,"21,2","0,076333","2.577,09"
17/06/1997,"21,3","0,076667","2.579,14"
18/06/1997,"21,2","0,076333","2.581,19"
19/06/1997,"21,2","0,076333","2.583,23"
20/06/1997,"21,1","0,076","2.585,27"
23/06/1997,"21,1","0,076","2.587,31"
24/06/1997,"21,1","0,076","2.589,36"
25/06/1997,"20,8","0,075","2.591,37"
26/06/1997,"20,8","0,075","2.593,39"
27/06/1997,"20,49","0,074","2.595,39"
30/06/1997,"20,9","0,075333","2.597,42"
01/07/1997,"19,18","0,069667","2.599,30"
02/07/1997,"18,88","0,068667","2.601,15"
03/07/1997,"18,98","0,069","2.603,01"
04/07/1997,"18,98","0,069","2.604,88"
07/07/1997,"19,18","0,069667","2.606,76"
08/07/1997,"19,18","0,069667","2.608,65"
09/07/1997,"19,08","0,069333","2.610,53"
10/07/1997,"19,18","0,069667","2.612,41"
11/07/1997,"19,28","0,07","2.614,31"
14/07/1997,"19,28","0,07","2.616,21"
15/07/1997,"19,38","0,070333","2.618,12"
16/07/1997,"19,18","0,069667","2.620,02"
17/07/1997,"19,08","0,069333","2.621,90"
18/07/1997,"19,08","0,069333","2.623,79"
21/07/1997,"18,98","0,069","2.625,67"
22/07/1997,"18,88","0,068667","2.627,54"
23/07/1997,"18,88","0,068667","2.629,41"
24/07/1997,"18,88","0,068667","2.631,29"
25/07/1997,"18,98","0,069","2.633,17"
28/07/1997,"18,88","0,068667","2.635,05"
29/07/1997,"18,88","0,068667","2.636,93"
30/07/1997,"18,88","0,068667","2.638,81"
31/07/1997,"18,78","0,068333","2.640,68"
01/08/1997,"20,69","0,074667","2.642,73"
04/08/1997,"20,59","0,074333","2.644,76"
05/08/1997,"20,59","0,074333","2.646,80"
06/08/1997,"20,49","0,074","2.648,84"
07/08/1997,"20,69","0,074667","2.650,89"
08/08/1997,"20,69","0,074667","2.652,94"
11/08/1997,"20,9","0,075333","2.655,02"
12/08/1997,21,"0,075667","2.657,10"
13/08/1997,21,"0,075667","2.659,19"
14/08/1997,21,"0,075667","2.661,28"
15/08/1997,"20,9","0,075333","2.663,36"
18/08/1997,"20,8","0,075","2.665,43"
19/08/1997,"20,8","0,075","2.667,50"
20/08/1997,"20,8","0,075","2.669,58"
21/08/1997,"20,8","0,075","2.671,66"
22/08/1997,"20,8","0,075","2.673,73"
25/08/1997,"20,8","0,075","2.675,81"
26/08/1997,"20,8","0,075","2.677,90"
27/08/1997,"20,8","0,075","2.679,98"
28/08/1997,"20,8","0,075","2.682,06"
29/08/1997,"20,69","0,074667","2.684,14"
01/09/1997,"20,09","0,072667","2.686,17"
02/09/1997,"19,99","0,072333","2.688,18"
03/09/1997,"19,89","0,072","2.690,19"
04/09/1997,"19,89","0,072","2.692,20"
05/09/1997,"19,89","0,072","2.694,21"
08/09/1997,"19,89","0,072","2.696,22"
09/09/1997,"19,89","0,072","2.698,23"
10/09/1997,"19,89","0,072","2.700,25"
11/09/1997,"19,89","0,072","2.702,26"
12/09/1997,"19,99","0,072333","2.704,29"
15/09/1997,"19,99","0,072333","2.706,32"
16/09/1997,"19,89","0,072","2.708,34"
17/09/1997,"19,89","0,072","2.710,36"
18/09/1997,"19,89","0,072","2.712,38"
19/09/1997,"19,89","0,072","2.714,41"
22/09/1997,"19,79","0,071667","2.716,43"
23/09/1997,"19,89","0,072","2.718,45"
24/09/1997,"19,79","0,071667","2.720,47"
25/09/1997,"19,69","0,071333","2.722,49"
26/09/1997,"19,48","0,070667","2.724,48"
29/09/1997,"19,18","0,069667","2.726,45"
30/09/1997,"19,18","0,069667","2.728,42"
01/10/1997,"18,98","0,069","2.730,37"
02/10/1997,"18,88","0,068667","2.732,31"
03/10/1997,"18,88","0,068667","2.734,26"
06/10/1997,"18,88","0,068667","2.736,20"
07/10/1997,"18,98","0,069","2.738,16"
08/10/1997,"18,88","0,068667","2.740,11"
09/10/1997,"18,88","0,068667","2.742,06"
10/10/1997,"18,88","0,068667","2.744,01"
13/10/1997,"18,88","0,068667","2.745,96"
14/10/1997,"19,08","0,069333","2.747,94"
15/10/1997,"19,08","0,069333","2.749,91"
16/10/1997,"19,08","0,069333","2.751,89"
17/10/1997,"18,98","0,069","2.753,86"
20/10/1997,"18,98","0,069","2.755,82"
21/10/1997,"18,98","0,069","2.757,80"
22/10/1997,"18,98","0,069","2.759,77"
23/10/1997,"18,88","0,068667","2.761,73"
24/10/1997,"18,88","0,068667","2.763,70"
27/10/1997,"18,88","0,068667","2.765,66"
28/10/1997,"19,18","0,069667","2.767,66"
29/10/1997,"19,18","0,069667","2.769,66"
30/10/1997,"20,69","0,074667","2.771,80"
31/10/1997,"41,2","0,137","2.775,73"
03/11/1997,"44,92","0,147333","2.779,97"
04/11/1997,"44,92","0,147333","2.784,21"
05/11/1997,"45,04","0,147667","2.788,47"
06/11/1997,"45,65","0,149333","2.792,79"
07/11/1997,"46,02","0,150333","2.797,14"
10/11/1997,"46,14","0,150667","2.801,50"
11/11/1997,"46,26","0,151","2.805,88"
12/11/1997,"46,26","0,151","2.810,27"
13/11/1997,"46,26","0,151","2.814,66"
14/11/1997,"46,39","0,151333","2.819,07"
17/11/1997,"46,26","0,151","2.823,48"
18/11/1997,"46,26","0,151","2.827,90"
19/11/1997,"46,14","0,150667","2.832,31"
20/11/1997,"46,02","0,150333","2.836,72"
21/11/1997,"46,14","0,150667","2.841,14"
24/11/1997,"46,14","0,150667","2.845,57"
25/11/1997,"46,14","0,150667","2.850,01"
26/11/1997,"46,14","0,150667","2.854,46"
27/11/1997,"46,02","0,150333","2.858,90"
28/11/1997,"44,92","0,147333","2.863,26"
01/12/1997,"38,73","0,13","2.867,11"
02/12/1997,"38,62","0,129667","2.870,96"
03/12/1997,"38,97","0,130667","2.874,84"
04/12/1997,"39,2","0,131333","2.878,74"
05/12/1997,"39,32","0,131667","2.882,67"
08/12/1997,"38,85","0,130333","2.886,55"
09/12/1997,"38,62","0,129667","2.890,43"
10/12/1997,"38,85","0,130333","2.894,32"
11/12/1997,"38,85","0,130333","2.898,23"
12/12/1997,"38,73","0,13","2.902,12"
15/12/1997,"38,73","0,13","2.906,03"
16/12/1997,"39,08","0,131","2.909,97"
17/12/1997,"39,32","0,131667","2.913,93"
18/12/1997,"41,08","0,136667","2.918,05"
19/12/1997,"41,32","0,137333","2.922,19"
22/12/1997,"41,56","0,138","2.926,36"
23/12/1997,"41,91","0,139","2.930,57"
24/12/1997,"41,91","0,139","2.934,78"
26/12/1997,"40,96","0,136333","2.938,92"
29/12/1997,"40,84","0,136","2.943,05"
30/12/1997,"40,84","0,136","2.947,19"
31/12/1997,"40,84","0,136","2.951,34"
02/01/1997,"35,76","0,12139","2.955,04"
05/01/1998,"37,49","0,126422","2.958,90"
06/01/1998,"37,94","0,12772","2.962,81"
07/01/1998,"38,07","0,128094","2.966,73"
08/01/1998,"38,04","0,128008","2.970,66"
09/01/1998,"38,02","0,12795","2.974,59"
12/01/1998,"37,98","0,127835","2.978,52"
13/01/1998,"38,01","0,127921","2.982,45"
14/01/1998,"37,84","0,127432","2.986,38"
15/01/1998,"37,85","0,127461","2.990,32"
16/01/1998,"37,83","0,127403","2.994,25"
19/01/1998,"37,72","0,127086","2.998,19"
20/01/1998,"37,57","0,126653","3.002,11"
21/01/1998,"37,44","0,126277","3.006,03"
22/01/1998,"37,41","0,12619","3.009,95"
23/01/1998,"37,41","0,12619","3.013,87"
26/01/1998,"36,82","0,124481","3.017,75"
27/01/1998,"36,52","0,123608","3.021,60"
28/01/1998,"36,32","0,123026","3.025,44"
29/01/1998,"34,24","0,116917","3.029,10"
30/01/1998,"34,79","0,118542","3.032,80"
02/02/1998,"34,45","0,117538","3.036,49"
03/02/1998,"34,46","0,117568","3.040,17"
04/02/1998,"34,68","0,118217","3.043,89"
05/02/1998,"34,46","0,117568","3.047,58"
06/02/1998,"34,65","0,118129","3.051,30"
09/02/1998,"34,48","0,117627","3.055,01"
10/02/1998,"34,48","0,117627","3.058,72"
11/02/1998,"34,45","0,117538","3.062,43"
12/02/1998,"34,41","0,11742","3.066,15"
13/02/1998,"34,67","0,118188","3.069,89"
16/02/1998,"34,41","0,11742","3.073,61"
17/02/1998,"34,39","0,117361","3.077,33"
18/02/1998,"34,37","0,117302","3.081,06"
19/02/1998,"34,07","0,116414","3.084,76"
20/02/1998,"33,97","0,116117","3.088,46"
25/02/1998,"33,97","0,116117","3.092,16"
26/02/1998,"33,67","0,115227","3.095,84"
27/02/1998,"33,69","0,115286","3.099,53"
02/03/1998,"33,68","0,115256","3.103,21"
03/03/1998,"33,58","0,114959","3.106,90"
04/03/1998,"32,55","0,111884","3.110,49"
05/03/1998,"27,9","0,097698","3.113,62"
06/03/1998,"28,04","0,098132","3.116,78"
09/03/1998,"27,96","0,097884","3.119,92"
10/03/1998,"27,9","0,097698","3.123,07"
11/03/1998,"27,75","0,097232","3.126,20"
12/03/1998,"27,42","0,096204","3.129,31"
13/03/1998,"27,89","0,097667","3.132,46"
16/03/1998,"27,63","0,096858","3.135,59"
17/03/1998,"27,5","0,096454","3.138,71"
18/03/1998,"27,51","0,096485","3.141,84"
19/03/1998,"27,32","0,095893","3.144,95"
20/03/1998,"27,45","0,096298","3.148,07"
23/03/1998,"27,35","0,095986","3.151,19"
24/03/1998,"27,33","0,095924","3.154,31"
25/03/1998,"27,34","0,095955","3.157,43"
26/03/1998,"27,34","0,095955","3.160,56"
27/03/1998,"27,33","0,095924","3.163,68"
30/03/1998,"27,31","0,095861","3.166,81"
31/03/1998,"27,27","0,095737","3.169,94"
01/04/1998,"27,25","0,095674","3.173,07"
02/04/1998,"27,24","0,095643","3.176,20"
03/04/1998,"27,26","0,095705","3.179,33"
06/04/1998,"27,6","0,096765","3.182,51"
07/04/1998,"27,92","0,09776","3.185,72"
08/04/1998,"27,96","0,097884","3.188,93"
13/04/1998,"27,83","0,09748","3.192,14"
14/04/1998,"27,67","0,096983","3.195,33"
15/04/1998,"25,9","0,091438","3.198,34"
16/04/1998,"23,57","0,084018","3.201,12"
17/04/1998,"23,35","0,083311","3.203,87"
20/04/1998,"23,2","0,082827","3.206,60"
22/04/1998,"23,16","0,082699","3.209,34"
23/04/1998,"23,16","0,082699","3.212,07"
24/04/1998,"23,16","0,082699","3.214,81"
27/04/1998,"23,13","0,082602","3.217,55"
28/04/1998,"23,17","0,082731","3.220,30"
29/04/1998,"23,08","0,08244","3.223,03"
30/04/1998,"22,85","0,081698","3.225,75"
04/05/1998,"23,02","0,082247","3.228,48"
05/05/1998,"23,37","0,083375","3.231,26"
06/05/1998,"23,33","0,083246","3.234,03"
07/05/1998,"23,19","0,082795","3.236,79"
08/05/1998,"23,19","0,082795","3.239,55"
11/05/1998,"23,23","0,082924","3.242,32"
12/05/1998,"23,44","0,0836","3.245,12"
13/05/1998,"23,23","0,082924","3.247,89"
14/05/1998,"23,23","0,082924","3.250,67"
15/05/1998,"23,16","0,082699","3.253,44"
18/05/1998,"23,12","0,08257","3.256,21"
19/05/1998,"23,1","0,082505","3.258,98"
20/05/1998,"22,29","0,079883","3.261,66"
21/05/1998,"21,69","0,07793","3.264,28"
22/05/1998,"21,59","0,077603","3.266,89"
25/05/1998,"21,58","0,077571","3.269,50"
26/05/1998,"21,58","0,077571","3.272,12"
27/05/1998,"21,57","0,077538","3.274,73"
28/05/1998,"21,57","0,077538","3.277,35"
29/05/1998,"21,5","0,077309","3.279,96"
01/06/1998,"21,2","0,076327","3.282,54"
02/06/1998,"21,06","0,075868","3.285,10"
03/06/1998,"21,06","0,075868","3.287,67"
04/06/1998,"21,07","0,075901","3.290,24"
05/06/1998,"21,07","0,075901","3.292,82"
08/06/1998,"21,08","0,075934","3.295,39"
09/06/1998,"21,09","0,075967","3.297,97"
10/06/1998,"21,09","0,075967","3.300,55"
12/06/1998,"21,09","0,075967","3.303,14"
15/06/1998,"21,09","0,075967","3.305,72"
16/06/1998,"21,09","0,075967","3.308,31"
